start_date,end_date,recipient_name,amount
2017-07-13,2017-07-13,AMERISOURCEBERGEN DRUG CORP,100569.29
2014-05-01,2014-05-31,"FOODONICS INTERNATIONAL, INC.",100524.26
2012-07-19,2012-11-30,"LEE & RYAN ENVIRONMENTAL CONSULTING, INCORPORATED",100366.35
2016-04-11,2016-06-30,LAKESIDE FOODS INC,100359.0
2015-07-14,2016-02-24,T. SIMONS CO INC,100349.0
2024-12-20,2025-07-01,FOREIGN AWARDEES (UNDISCLOSED),100267.17
2020-08-17,2020-09-30,JAMAL AL AALEM CO,100204.35
2023-09-29,2024-07-25,"MONACO ENTERPRISES, INC.",100192.04
2017-05-02,2017-05-03,MCKESSON CORPORATION,100187.54
2009-10-28,2009-11-08,"MID-CITIES HOME MEDICAL DELIVERY SERVICE, L.L.C.",100052.04
2022-11-30,2023-06-28,SUPPLYCORE LLC,100045.89
2019-09-23,2019-11-29,"CADDO MOVERS OF LAWTON, INC.",100000.0
2017-09-26,2018-01-25,GLOBAL REACH CONSULTING LLC,100000.0
2008-02-07,2008-08-06,AERODYNE RESEARCH INC,100000.0
2015-09-21,2016-09-30,"BLUEHALO LABS, LLC",100000.0
2014-04-14,2019-06-30,"MORGAN, ANGEL, BRIGHAM & ASSOCIATES L.L.C.",100000.0
2009-11-23,2010-05-23,"EAGAN, MCALLISTER ASSOCIATES, INC.",100000.0
2013-03-31,2013-03-31,OTTO BOCK HEALTHCARE LP,100000.0
2009-04-01,2010-04-03,"RADIATION MONITORING DEVICES, INC.",99999.0
2008-10-01,2010-06-15,UNIVERSITY OF ARIZONA,99999.0
2011-02-18,2011-09-29,"MAKEL ENGINEERING, INC.",99998.0
2008-10-29,2009-02-26,"L3HARRIS TECHNOLOGIES, INC.",99996.0
2021-08-02,2021-08-28,OSCAR DEUCE LLC,99990.25
2010-09-20,2011-11-30,VALIANT GOVERNMENT SERVICES LLC,99989.23
2018-11-28,2019-06-12,TETRAMER TECHNOLOGIES LLC,99966.66
2007-09-15,2007-12-15,KEMP ANDERSON,99965.8
2010-02-22,2010-04-12,BAE SYSTEMS TACTICAL VEHICLE SYSTEMS LP,99965.0
2008-07-29,2009-05-30,INTEGRAN TECHNOLOGIES USA INC,99957.0
2008-07-08,2008-11-24,DURODYNE INCORPORATED,99920.0
2010-08-24,2010-11-22,INTERNATIONAL MET SYSTEMS INC,99916.16
2011-06-19,2011-06-22,BMMI BSC,99843.0
2011-03-09,2012-03-09,"COMPOSITE MIRROR APPLICATIONS, INC",99795.0
2023-08-17,2024-01-29,"VITAL LINK, INC.",99757.0
2022-04-27,2022-10-24,"AEROSPACE & COMMERCIAL TECHNOLOGIES, LLC",99734.64
2011-12-21,2012-06-30,REACTIVE METALS INTERNATIONAL INC,99713.57
2016-03-16,2017-10-31,GEOGRAPHIC RESOURCE SOLUTIONS,99625.68
2010-05-01,2011-01-31,"MICROXACT, INC.",99584.0
2022-08-17,2023-08-16,UNIVERSITY OF SOUTH CAROLINA,99540.0
2022-04-27,2022-10-24,"AEROSPACE & COMMERCIAL TECHNOLOGIES, LLC",99734.64
2011-12-21,2012-06-30,REACTIVE METALS INTERNATIONAL INC,99713.57
2016-03-16,2017-10-31,GEOGRAPHIC RESOURCE SOLUTIONS,99625.68
2010-05-01,2011-01-31,"MICROXACT, INC.",99584.0
2022-08-17,2023-08-16,UNIVERSITY OF SOUTH CAROLINA,99540.0
2009-09-09,2009-09-30,CARRIGG COMMERCIAL BUILDERS LLC,99524.0
2021-12-17,2022-10-13,"ALLCLEAR AEROSPACE & DEFENSE, INC.",99504.0
2018-04-16,2018-10-15,CANADIAN COMMERCIAL CORPORATION,99362.0
2014-09-12,2014-10-09,"CARDINAL HEALTH, INC.",99352.75
2023-01-23,2024-01-22,PANAMERICAN CONSULTANTS INC,99328.8
2005-01-11,2006-01-10,GRADUATE SCHOOL,99200.01
2009-09-11,2010-07-24,"CCI GROUP, LLC",99195.04
2025-04-28,2026-03-06,W S DARLEY & CO,99034.8
2010-06-14,2010-06-25,BELMONT INSTRUMENT LLC,99000.0
2008-02-13,2009-03-31,JULIANNE R HOWELL CONSULTING,98999.65
2009-02-17,2010-02-27,SYSTIMA TECHNOLOGIES INC,98982.0
2015-09-11,2015-11-16,"ELECTRIC PICTURE DISPLAY SYSTEMS, INC.",98889.78
2021-08-04,2021-08-31,CARAHSOFT TECHNOLOGY CORP,98800.0
2019-07-24,2020-03-26,STRUCTURAL ENGINEERING GROUP INC,98780.0
2013-07-09,2014-01-10,CATERPILLAR INC,98709.0
2020-05-08,2020-05-11,MCKESSON CORPORATION,98634.06
2012-07-17,2016-07-16,"TRAINING RESOURCES GROUP, INC.",98607.78
2020-01-15,2021-03-31,CDW GOVERNMENT LLC,98603.35
2016-08-18,2016-10-14,"BAY AREA CORPORATION, INC",98600.0
2016-03-31,2016-07-11,CIRCOR NAVAL SOLUTIONS LLC,98571.0
2011-08-11,2012-04-18,"CANON MEDICAL SYSTEMS USA, INC",98475.0
2012-01-06,2012-02-24,LCOR ASSET MANAGEMENT LIMITED PARTNERSHIP,98460.0
2009-06-11,2009-06-14,GOVERNMENT SCIENTIFIC SOURCE INC,98454.0
2011-04-06,2012-04-02,RAYTHEON COMPANY,98425.0
2023-03-29,2023-03-30,AMERISOURCEBERGEN DRUG CORP,98225.64
2018-04-13,2019-04-30,"RGS ASSOCIATES, INC.",98147.61
2013-09-19,2014-12-18,"URS GROUP, INC.",98130.0
2012-06-18,2012-06-26,SUPREME FOODSERVICE GMBH,98079.92
2012-09-20,2012-10-24,ASPEN COMMUNICATIONS LLC,98039.7
2017-02-28,2017-03-28,SIRIUS FEDERAL LLC,98028.0
2016-10-24,2016-12-23,ICON AEROSPACE TECHNOLOGY LTD,97920.0
2022-04-06,2022-11-08,FEDERAL CONTRACTS LLC,97850.0
2013-10-29,2014-09-30,"SIEMENS MEDICAL SOLUTIONS USA, INC.",97820.43
2020-01-13,2020-04-12,ANHAM FZCO,97810.0
2013-03-20,2017-04-30,GLOBAL SOFTWARE CORP,97753.5
2008-07-01,2008-11-28,"KIDDE TECHNOLOGIES, INC",97750.0
2010-03-16,2011-02-13,"INTERNATIONAL MOTORS, LLC",97733.0
2025-05-15,2025-05-16,AMERISOURCEBERGEN DRUG CORP,97554.35
2024-08-21,2024-09-25,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",97498.88
2017-05-01,2017-07-30,FORD MOTOR CO,97468.0
2009-08-24,2009-09-18,SUPREME FOODSERVICE GMBH,97371.0
2017-09-16,2018-09-18,"EXECUTIVE INFORMATION SYSTEMS, L.L.C.",97320.0
2009-01-01,2009-09-30,CLP INDUSTRIAL PROPERTIES LLC,97123.46
2010-11-04,2011-06-16,LOIS WILLIAMS,97104.21
2007-11-08,2007-11-08,MISCELLANEOUS FOREIGN AWARDEES,97081.0
2011-11-09,2012-11-30,"C. HARRIS COMPANIES, INC.",97043.03
2009-04-13,2009-06-30,OFS BRANDS HOLDINGS INC.,96977.61
2011-06-07,2011-09-05,"ATLANTIC DIVING SUPPLY, INC.",96960.0
2017-03-29,2017-07-12,PALL AEROPOWER CORPORATION,96876.0
2008-08-20,2009-03-23,HERMAN MILLER INC,96873.85
2008-03-10,2010-04-14,RTX CORPORATION,96764.0
2024-03-22,2024-08-15,"GOLDEN STATE MEDICAL SUPPLY, INC.",96625.49
2023-08-31,2023-09-12,"SYSCO HAMPTON ROADS, INC",96515.88
2013-05-06,2013-09-06,"W. WHITE AIR CONDITIONING, CO.",96475.25
2008-08-28,2008-12-12,GENERAL DYNAMICS LAND SYSTEMS - CANADA CORPORATION,96461.0
2018-02-02,2019-01-21,"VETERAN ABILITY, LLC",96350.35
2023-09-22,2023-11-30,IDSC HOLDINGS LLC,96304.0
2021-09-22,2023-03-21,"SOFTTHINK SOLUTIONS, INC.",96300.0
2011-09-22,2012-05-12,AMERICAN HOSPITAL SERVICES GROUP LLC,96189.28
2011-09-06,2012-05-10,THE BOEING COMPANY,96174.56
2009-10-01,2010-09-30,GPT PROPERTIES TRUST,96120.18
2010-01-01,2010-12-31,"SYSMEX AMERICA, INC",96086.04
2022-02-22,2027-05-19,VERIZON BUSINESS NETWORK SERVICES LLC,96005.76
2015-01-14,2015-01-14,AMERISOURCEBERGEN DRUG CORP,96000.74
2021-05-06,2022-04-01,FORD MOTOR CO,95912.0
2019-05-29,2019-05-30,MCKESSON CORPORATION,95901.9
2016-06-01,2016-10-01,KARL STORZ ENDOSCOPY-AMERICA INC,95883.4
2008-07-01,2008-09-30,L'ENFANT COLONY LLC,95877.9
2021-09-01,2021-09-02,MCKESSON CORPORATION,95844.3
2015-09-16,2016-05-04,"CCI ENERGY AND CONSTRUCTION SERVICES, LLC",95805.23
2009-05-19,2009-06-19,"UNICOM GOVERNMENT, INC.",95793.11
2010-06-04,2011-03-29,"SHEALY ENVIRONMENTAL SERVICES, INC.",95755.07
2021-04-13,2021-09-14,MASON ELECTRIC CO.,95577.6
2008-07-18,2008-09-30,"WILDFLOWER INTERNATIONAL, LTD.",95267.82
2010-07-07,2010-07-07,AMERISOURCEBERGEN DRUG CORP,95258.0
2006-08-10,2006-09-16,DS INFORMATION SYSTEMS CORPORATION,95250.0
2015-08-25,2016-09-30,RELX INC.,95160.0
2023-10-01,2024-09-30,"LEIDOS, INC.",95029.57
2010-06-28,2015-01-11,B&S AIRCRAFT ALLOYS INC.,95027.0
2018-03-21,2018-07-19,"ATLANTIC DIVING SUPPLY, INC.",95000.0
2023-08-03,2023-09-30,HUGHES HUBBARD & REED LLP,95000.0
2008-07-30,2009-03-27,"ROCKWELL COLLINS, INC.",94920.0
2024-10-09,2024-10-27,"CECIL LOGGING, INC.",94882.0
2013-10-01,2014-09-30,AUREUS MEDICAL MANAGEMENT SERVICES LLC,94861.12
2014-10-28,2014-11-25,"CARDINAL HEALTH, INC.",94727.74
2023-07-24,2024-10-02,"ATLANTIC DIVING SUPPLY, INC.",94660.9
2014-09-30,2014-10-29,KEVIN A BORDEN,94500.0
2014-05-21,2015-03-17,THYSSENKRUPP ROTHE ERDE USA INC.,94380.0
2021-02-26,2022-02-01,COMMERCIAL LAND DEVELOPMENT INC.,94359.1
2008-04-01,2008-09-30,WASTE SERVICES OF FLORIDA INC,94256.31
2007-10-01,2007-10-01,MCKESSON CORPORATION,94212.0
2025-06-25,2025-09-24,MATHER BROS INC,94210.0
2008-06-19,2008-09-30,SERCO SERVICES INC.,94150.41
2017-08-03,2017-10-30,LN CURTIS & SONS,94144.0
2016-04-01,2016-04-21,AMERISOURCEBERGEN DRUG CORP,94053.0
2018-07-16,2019-07-15,CYDECOR INC.,93878.04
2016-09-20,2016-10-30,"CALUMET MONTANA REFINING, LLC",93871.8
2025-05-27,2025-06-04,Y HATA & COMPANY LIMITED,93789.5
2016-03-31,2016-04-30,"IRON BOW TECHNOLOGIES, LLC",93778.18
2012-09-25,2012-10-25,"FCN, INC.",93759.3
2019-01-10,2019-04-10,TRI-STATE TECHNICAL SALES CORP,93717.0
2010-11-08,2010-11-22,"VIDEO & TELECOMMUNICATIONS, INC.",93715.14
2022-09-16,2022-11-15,GOVERNMENT ACQUISITIONS INC,93632.28
2010-07-02,2010-07-02,MCKESSON CORPORATION,93626.0
2013-09-25,2015-09-30,"TRAN, JOSEPH",93600.0
2021-09-13,2022-02-07,WORLD WIDE TECHNOLOGY LLC,93588.89
2021-09-30,2023-05-02,"AUGUST SCHELL ENTERPRISES, INC.",93565.0
2006-03-08,2010-04-30,"J. M. WALLER ASSOCIATES, INC.",93523.0
2013-06-28,2013-09-27,"L3HARRIS TECHNOLOGIES, INC.",93455.0
2016-09-30,2017-05-01,"ADVANCED TECHNOLOGY SYSTEMS COMPANY, INC. (OF VIRGINIA)",93420.0
2009-09-03,2009-10-30,M KAWAMURA FARM ENTERPRISES INC,93336.36
2008-01-29,2008-01-29,"BECKMAN COULTER, INC",93309.09
2018-03-02,2018-04-27,"CHG COMPANIES, INC.",93303.5
2017-04-17,2017-05-13,"UNICOM GOVERNMENT, INC.",93251.57
2017-01-19,2017-02-18,DEPARTMENT OF NATURAL RESOURCES,93176.22
2011-07-01,2013-06-30,ASR INTERNATIONAL CORP.,93009.6
2011-01-27,2012-03-22,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",93000.0
2010-03-01,2011-02-28,SALAH ABAALKHAIL CONSULTING ENGINEERS,92851.2
2025-05-15,2026-05-12,HAMILTON SUNDSTRAND CORPORATION,92844.0
2015-06-05,2016-06-04,"AMERICAN METEOROLOGICAL SOCIETY, INC.",92813.15
2025-01-07,2026-04-27,CATALINA JV,92721.73
2024-06-27,2024-07-26,BARON COMMUNICATIONS INCORPORATED,92679.0
2019-09-25,2023-09-28,"SYNECTICS FOR MANAGEMENT DECISIONS, INC.",92505.64
2018-12-21,2019-12-11,"THOMAS INSTRUMENT, INCORPORATED",92480.0
2013-08-28,2014-01-27,"SAFRAN ELECTRICAL COMPONENTS USA, INC",92426.5
2025-11-11,2025-11-11,"BETTER DIRECT, LLC",92380.0
2011-03-06,2011-03-15,FOREIGN AWARDEES (UNDISCLOSED),92199.8
2013-09-29,2014-09-29,ALTUM INC,92175.0
2025-07-08,2025-08-06,AMERIVET CONTRACTING,92127.0
2016-03-01,2018-11-14,LOCKHEED MARTIN CORPORATION,92098.87
2020-11-18,2020-12-10,FISHER SCIENTIFIC COMPANY L.L.C.,92084.16
2021-09-14,2021-09-27,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",92083.18
2016-05-16,2016-05-31,RCO REFORESTING INC,92037.68
2013-10-25,2014-11-24,THE BOEING COMPANY,91989.15
2011-05-02,2011-06-07,SUPREME FOODSERVICE GMBH,91968.75
2021-03-17,2021-03-18,AMERISOURCEBERGEN DRUG CORP,91959.95
2017-08-01,2017-09-13,FISHER SCIENTIFIC COMPANY L.L.C.,91892.61
2007-04-12,2009-02-18,"WILDFLOWER INTERNATIONAL, LTD.",91865.88
2018-09-01,2018-09-30,"UNDERDOG TIMBER FALLING, INC.",91818.0
2015-07-13,2015-07-22,ANHAM FZCO,91804.52
2011-10-21,2011-11-20,"BROWN HELICOPTER, INC.",91665.0
2011-02-02,2011-02-03,AMERISOURCEBERGEN DRUG CORP,91665.0
2018-09-24,2018-10-24,"COMMONWEALTH HOME HEALTH CARE, INC.",91637.58
2007-10-30,2007-12-31,"CETC, INC",91509.0
2010-05-29,2012-02-29,NORTHROP GRUMMAN SYSTEMS CORPORATION,91432.89
2020-01-01,2020-01-31,STONERIDGE RETIREMENT LIVING,91358.66
2022-03-11,2022-03-21,GLOBAL DEFENSE LOGISTICS S.R.L.,91348.32
2017-09-30,2018-09-29,CEB INC.,91337.0
2006-09-26,2008-03-31,BLAYLOCK ENGINEERING GROUP,91244.0
2015-12-11,2019-06-28,"COATING SPECIALTIES, INC",91192.0
2023-06-04,2024-06-03,DYNAMIC SYSTEMS INC,91121.54
2021-05-07,2022-03-03,FORD MOTOR CO,91050.0
2009-11-24,2012-01-18,WAYGATE TECHNOLOGIES USA LP,91027.88
2010-07-17,2010-07-17,AMERISOURCEBERGEN DRUG CORP,90993.0
2021-09-16,2022-03-09,DELL FEDERAL SYSTEMS L.P,90984.67
2017-12-08,2018-08-27,"VALLEY APPAREL, LLC",90888.0
2025-11-01,2026-01-07,PRIORITY HEALTHCARE DISTRIBUTION INC,90866.71
2016-06-23,2016-06-24,AMERISOURCEBERGEN DRUG CORP,90846.27
2009-04-30,2009-09-27,DUTCH VALLEY SUPPLY CO.,90791.0
2010-09-20,2010-09-28,SUPREME FOODSERVICE GMBH,90754.0
2024-10-23,2025-02-20,"DOW COVER CO, INCORPORATED",90750.0
2019-04-16,2019-05-23,BELLEVILLE SHOE MANUFACTURING COMPANY,90696.3
2020-03-06,2020-09-30,PATRIOT TEAM,90668.84
2025-02-26,2025-04-27,"ETHAN ALLEN RETAIL, INC.",90625.15
2009-07-28,2009-10-09,"R.S. HUGHES COMPANY, INC.",90577.75
2021-07-14,2021-08-31,"HOLOGIC, INC.",90523.0
2012-09-21,2014-09-20,COASTAL MANAGEMENT SOLUTIONS INC.,90521.28
2023-02-27,2024-05-05,"STRATCOMM, INC.",90240.0
2013-11-21,2014-02-04,"GLENAIR, INC.",90160.0
2015-09-24,2016-02-20,DAL MEDIA SOLUTIONS INC.,90114.68
2010-07-14,2011-11-30,THE BOEING COMPANY,90036.12
2015-10-14,2016-09-30,"USTER TECHNOLOGIES, INC",90030.0
2010-03-05,2010-06-10,TEC INC JOINT VENTURE,90018.0
2013-06-14,2014-06-16,"CHRISTENSON, JOEL CHARLES",90000.0
2016-06-14,2016-07-07,THE BOEING COMPANY,90000.0
2011-10-01,2012-09-30,"COMMUNITY EDUCATION CENTERS, INC.",90000.0
2005-08-23,2008-09-30,"NETWORK SPECIALTY GROUP, INC.",90000.0
2011-11-22,2012-04-30,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",89999.51
2020-05-14,2022-04-04,ROLLS-ROYCE CORPORATION,89942.72
2023-04-01,2023-04-30,MILWOOD HEALTHCARE INC,89937.0
2009-08-07,2009-08-31,"COSTAS GROUP, INC., THE",89837.25
2010-03-10,2010-11-26,"HUGO ALONSO, INC.",89822.0
2021-10-27,2023-01-17,PARKER-HANNIFIN CORPORATION,89794.8
2021-09-13,2022-03-31,APEX BUSINESS SOLUTIONS LLC,89735.02
2010-10-01,2011-09-30,AVI-SPL LLC,89700.0
2022-09-26,2022-09-26,AMERISOURCEBERGEN DRUG CORP,89612.59
2009-12-04,2010-01-06,TBP SERVICES INC,89510.4
2008-04-01,2008-06-30,"MEDICAL STAFFING NETWORK, INC.",89499.07
2017-09-12,2021-12-31,"GRAYBACK FORESTRY, INC.",89408.31
2014-08-15,2014-08-20,ANHAM FZCO,89352.98
2009-07-13,2009-12-31,BATTELLE MEMORIAL INSTITUTE,89330.0
2006-12-21,2007-10-19,CHUNG AND ASSOCIATES INC,89307.0
2024-04-20,2024-04-22,AMERISOURCEBERGEN DRUG CORP,89268.48
2009-03-26,2010-03-25,"PROJECT PERFORMANCE COMPANY, LLC",89266.38
2017-02-08,2017-09-30,PATRIOT TEAM,89233.85
2019-06-12,2020-06-11,"TELEDYNE ETM, INC.",88731.0
2009-01-01,2009-09-30,32125 N LLC,88721.61
2022-11-07,2023-07-01,"URBAN ELECTRIC, INC",88702.25
2008-01-01,2008-09-30,CHEROKEE SOUTH LLC,88700.72
2023-09-22,2023-10-02,EFS EBREX SARL,88656.18
2025-06-17,2025-12-24,"PIONEER INDUSTRIES, LLC",88643.75
2020-04-22,2022-07-29,FLATWATER SOLUTIONS COMPANY,88632.06
2014-09-08,2014-09-08,PITNEY BOWES INC.,88570.0
2017-05-15,2017-12-11,AM GENERAL LLC,88540.76
2010-09-27,2010-10-26,DELL MARKETING L.P.,88528.05
2022-04-28,2022-05-27,"CAPRICE ELECTRONICS, INC",88488.0
2024-07-25,2025-08-31,TRANSOURCE SERVICES CORP.,88479.0
2012-11-30,2013-02-28,DOMINO EQUIPMENT CO,88448.64
2011-09-13,2015-03-31,"CH2M HILL, INC.",88387.35
2018-04-30,2018-07-30,ACCESS: SUPPORTS FOR LIVING INC.,88371.12
2016-09-27,2016-11-21,CDO TECHNOLOGIES INC,88367.08
2012-03-01,2012-03-31,SINTON DAIRY FOODS COMPANY L.L.C.,88212.63
2023-08-08,2024-04-30,MILLERKNOLL INC,88060.62
2023-01-30,2023-05-29,"ADVANTAGE MECHANICAL-REFRIGERATION, INC.",87941.0
2009-12-28,2010-03-31,"KRATOS SYSTEMS AND SOLUTIONS, INC.",87898.3
2010-02-04,2010-06-26,BURNS AND ROE SERVICES CORPORATION,87823.0
2016-11-03,2016-11-04,MCKESSON CORPORATION,87794.04
2016-12-01,2018-01-08,FEDBIZ IT SOLUTIONS LLC,87783.39
2024-12-12,2025-09-16,PARKER-HANNIFIN CORPORATION,87671.06
2019-09-27,2020-10-30,CYNERGY PROFESSIONAL SYSTEMS LLC,87609.38
2012-09-20,2013-01-19,NIPPO CORPORATION,87607.01
2007-11-29,2009-11-28,DOUGLAS R CARMICHAEL,87600.0
2020-11-30,2021-04-01,SHAVER FOODS LLC,87596.18
2016-09-30,2017-09-30,ALLEGRO GLOBAL PROCUREMENT SOLUTIONS INC,87554.0
2011-10-06,2011-11-10,BENCHMARK CONNECTOR CORPORATION,87546.2
2010-10-01,2011-09-30,PORT OF SEATTLE,87535.92
2017-07-25,2018-03-16,WESTERN STATES ARTS FEDERATION,87533.75
2020-01-28,2020-06-03,"NOBLE SUPPLY & LOGISTICS, LLC",87494.4
2019-08-13,2020-02-28,HILL MARINE REFRIGERATION INC,87420.0
2023-03-29,2023-03-29,"FRANK M. GARGIULO & SON, INC.",87356.71
2023-09-29,2023-10-29,BAHFED CORP,87307.6
2008-01-16,2008-04-15,GENERAL MOTORS LLC,87300.0
2019-04-18,2019-05-31,UNI CORPORATION,87250.0
2013-04-26,2013-05-23,INNOVATIVE SOLUTIONS & SUPPORT INC,87250.0
2025-05-30,2025-07-24,GOVERNMENT SCIENTIFIC SOURCE INC,87185.21
2013-07-08,2013-07-09,AMERISOURCEBERGEN DRUG CORP,87172.9
2009-07-30,2011-07-31,"VOCATIONAL REHABILITATION DEPARTMENT, SOUTH CAROLINA",87120.0
2016-03-02,2017-12-29,GUIDON DESIGN INC,87119.93
2021-11-13,2022-11-12,"IRON BOW TECHNOLOGIES, LLC",87096.8
2017-06-26,2017-06-27,AMERISOURCEBERGEN DRUG CORP,87034.72
2009-05-07,2009-11-03,"PRECI-MANUFACTURING, INCORPORATED",86951.0
2009-06-08,2010-02-06,ST NET-APPTIS FIRSTSOURCE JOINT VENTURE,86916.93
2025-02-06,2025-12-03,PHOENIX TRADING INC.,86795.24
2011-09-08,2013-05-31,"J R HENDRIX, INC.",86779.99
2014-04-03,2014-04-03,MALLORY SAFETY & SUPPLY LLC,86645.0
2016-12-29,2016-12-29,SUPPLYCORE LLC,86559.99
2019-02-25,2019-05-17,TSCHUDI + CIE AG,86400.0
2014-09-17,2014-09-17,"CARDINAL HEALTH, INC.",86325.19
2010-06-18,2010-06-18,AMERISOURCEBERGEN DRUG CORP,86325.0
2010-09-23,2011-03-23,"GENERAL PROJECTION SYSTEMS, INC.",86303.97
2010-06-30,2010-06-30,MCKESSON CORPORATION,86214.0
2016-05-23,2016-06-06,BITEXCO - HOTEL MANAGEMENT COMPANY LIMITED,86158.47
2008-05-01,2008-05-27,"WILDFLOWER INTERNATIONAL, LTD.",86150.41
2017-01-05,2017-01-06,MCKESSON CORPORATION,86057.96
2008-07-31,2009-02-24,BAE SYSTEMS PROTECTION SYSTEMS INC.,86007.0
2013-01-30,2013-08-31,MISCELLANEOUS FOREIGN AWARDEES,85987.69
2012-01-01,2012-03-31,TONY'S FINE FOODS,85966.27
2024-02-27,2025-04-22,"FLEETSIDE FORD, LLC.",85942.0
2022-06-15,2023-05-15,WERRES CORPORATION,85924.0
2009-05-01,2009-07-06,MALTBY BUILDERS INC,85915.0
2011-01-19,2011-01-19,AMERISOURCEBERGEN DRUG CORP,85891.0
2007-06-20,2007-12-19,MCGRATH CONTRACTORS LLC,85831.0
2008-05-06,2008-05-23,SUPREME FOODSERVICE GMBH,85793.0
2025-08-25,2025-08-29,KVG LLC,85740.24
2011-05-18,2013-11-18,CARTUS CORPORATION,85721.75
2017-10-10,2018-02-27,"ATLANTIC DIVING SUPPLY, INC.",85674.2
2023-12-04,2024-06-01,FORD MOTOR CO,85624.0
2024-09-23,2024-10-07,HANCE DANNY,85500.0
2017-02-24,2017-03-15,INDIGO RIDGE FARM LLC,85432.5
2019-05-01,2024-04-30,"CAPTAIN CLEAN SERVICES, INC",85346.47
2024-08-19,2024-08-20,AMERISOURCEBERGEN DRUG CORP,85324.96
2017-09-22,2017-12-29,"CYTEC OLEAN, INC.",85265.04
2011-03-07,2011-03-31,PHONAK L L C,85255.0
2009-01-14,2009-02-07,INGERSOLL-RAND COMPANY,85222.0
2022-09-27,2024-06-11,"ATLANTIC DIVING SUPPLY, INC.",85186.25
2006-09-22,2007-09-29,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",85092.0
2008-09-24,2010-12-15,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,85026.0
2010-11-01,2010-12-31,ALLWORLD LANGUAGE CONSULTANTS INC,84992.0
2010-10-09,2010-10-21,SUPREME FOODSERVICE GMBH,84919.0
2012-10-01,2013-09-30,"MERLIN INTERNATIONAL, INC.",84909.27
2011-09-22,2011-11-18,BUFFALO SUPPLY INC.,84875.4
2018-03-29,2018-04-02,AMERISOURCEBERGEN DRUG CORP,84857.33
2019-09-11,2020-09-15,CADUCEUS HEALTHCARE INC,84833.64
2021-07-16,2021-12-17,GLOBAL CIRCUIT INNOVATIONS INC,84825.0
2016-02-22,2017-04-12,NICHIBEI UNITED CORPORATION,84819.83
2021-07-08,2026-06-21,"AXLE INFORMATICS, LLC",84750.0
2011-03-09,2011-08-03,"SUMMIT POINT RACEWAY, ASSOCIATES, INC.",84710.0
2009-07-23,2009-07-23,AMERISOURCEBERGEN DRUG CORP,84668.0
2019-05-17,2019-05-28,EFS EBREX SARL,84659.48
2023-04-01,2023-06-30,ABBOTT LABORATORIES INC.,84642.13
2024-10-18,2024-11-04,GLOBAL FOOD SERVICES COMPANY,84576.92
2020-11-04,2020-11-12,MAN ENERGY SOLUTIONS MIDDLE EAST L.L.C,84523.39
2016-06-27,2016-06-28,MCKESSON CORPORATION,84444.71
2024-09-20,2024-10-31,KEY MARKET S A S EN REORGANIZACION,84374.19
2010-07-02,2011-08-31,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",84351.2
2018-07-10,2018-07-10,MCKESSON CORPORATION,84192.9
2013-01-29,2013-02-28,DANIELS ELECTRONICS LTD,84180.24
2016-02-05,2016-02-10,"YOKOSOH CO., LTD.",84180.1
2021-06-09,2021-12-10,REON INC,84168.0
2020-06-05,2021-05-31,GOFORTH & MARTI,84105.0
2024-09-12,2025-07-23,"ATLANTIC DIVING SUPPLY, INC.",84039.06
2020-09-30,2021-02-09,GSL SOLUTIONS INC,84000.0
2011-09-30,2011-09-30,BOSCH STEVE QRC,83981.24
2018-07-23,2019-02-22,IMMIXTECHNOLOGY INC,83978.78
2010-08-25,2011-07-05,"WILDFLOWER INTERNATIONAL, LTD.",83974.8
2011-04-28,2011-04-29,FEDERAL ACQUISITION SERVICE,83885.46
2009-05-22,2009-09-22,"MCKENZIE PAINT CONTRACTING, INC.",83871.0
2014-04-10,2014-05-30,CUBE CARE CO,83802.0
2012-04-10,2012-07-09,GENERAL MOTORS LLC,83800.0
2025-10-25,2025-12-24,ALASKA CHADUX NETWORK,83752.34
2016-03-29,2016-06-27,FCA US LLC,83728.0
2011-03-20,2011-07-24,"QUANTAPOINT, INC",83708.9
2012-12-26,2013-01-07,HIGHLANDS FUEL DELIVERY LLC,83586.01
2024-11-19,2024-11-20,AMERISOURCEBERGEN DRUG CORP,83574.45
2017-05-02,2017-09-30,EPOCH CONCEPTS LLC,83570.0
2025-02-07,2025-07-02,"HUNTINGTON VALLEY INDUSTRIES, INC.",83562.56
2015-02-24,2015-08-19,BALES CONSTRUCTION CO INC,83539.48
2009-01-12,2009-03-10,"CHAUTAUQUA COUNTY CHAPTER OF NYSARC, INC",83516.0
2008-09-05,2009-05-22,"IAP WORLDWIDE SERVICES, INC",83479.05
2012-10-31,2013-08-07,"OIL STATES INDUSTRIES, INC.",83445.0
2021-07-01,2022-06-30,ADVANCED AUTOMATION TECHNOLOGIES INC,83439.24
2017-09-19,2017-11-19,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",83344.0
